Final Value,Cumulative Return (%),Annualized Return (%),Annualized Volatility (%),Sharpe Ratio,Sortino Ratio,Max Drawdown (%),Calmar Ratio,Number of Trades,Stock,Feature_Group
135293.01241261626,35.29301241261626,8.023219046910901,23.378915648586577,0.19063605808453984,0.018139219412838196,-24.455565411096174,0.3280733408547791,4,reliance_ns,state_4
