Final Value,Cumulative Return (%),Annualized Return (%),Annualized Volatility (%),Sharpe Ratio,Sortino Ratio,Max Drawdown (%),Calmar Ratio,Number of Trades,Stock,Feature_Group,Reward_Type
100000.0,0.0,0.0,0.0,0.0,-2928054614874533.5,0.0,0.0,0,reliance_ns,state_2,return_minus_volatility
