Final Value,Cumulative Return (%),Annualized Return (%),Annualized Volatility (%),Sharpe Ratio,Sortino Ratio,Max Drawdown (%),Calmar Ratio,Number of Trades,Stock
112359.99068137651,12.359990681376512,3.020139771342256,18.452278319548025,-0.07161838178343782,-0.006391211766642855,-24.975412817902424,0.1209245185800258,4,tcs_ns
