Final Value,Cumulative Return (%),Annualized Return (%),Annualized Volatility (%),Sharpe Ratio,Sortino Ratio,Max Drawdown (%),Calmar Ratio,Number of Trades,Stock
173237.71630821153,73.23771630821153,15.061488299290415,23.31027731327108,0.4622394250793102,0.0402393074062982,-33.001721981195715,0.45638492160719396,4,infy_ns
