Final Value,Cumulative Return (%),Annualized Return (%),Annualized Volatility (%),Sharpe Ratio,Sortino Ratio,Max Drawdown (%),Calmar Ratio,Number of Trades,Stock,Feature_Group,Reward_Type,Action_Space_Type,History_Len
114705.83853326918,14.705838533269183,3.565075304425114,15.274714180723759,-0.08712492055670767,-0.007472356375389254,-21.76498506115525,0.1637986561630052,2,hdfcbank_ns,state_2,diff_sortino,discrete_3,1
