Final Value,Cumulative Return (%),Annualized Return (%),Annualized Volatility (%),Sharpe Ratio,Sortino Ratio,Max Drawdown (%),Calmar Ratio,Number of Trades,Stock,Feature_Group
131242.01913978535,31.24201913978535,7.188026064947772,21.704305985196225,0.15204462863163684,0.013793026441241913,-25.13513985762723,0.28597517681074586,17,reliance_ns,state_5
