Final Value,Cumulative Return (%),Annualized Return (%),Annualized Volatility (%),Sharpe Ratio,Sortino Ratio,Max Drawdown (%),Calmar Ratio,Number of Trades,Stock,Feature_Group
135691.50077863657,35.69150077863657,8.104364661487985,22.97641240908261,0.19320742627564494,0.01773550600000414,-24.455565411096167,0.33139142462070453,4,reliance_ns,state_7
