Final Value,Cumulative Return (%),Annualized Return (%),Annualized Volatility (%),Sharpe Ratio,Sortino Ratio,Max Drawdown (%),Calmar Ratio,Number of Trades,Stock,Feature_Group
101967.40603362677,1.9674060336267722,0.49867828285015126,17.100502535968914,-0.23620881853627868,-0.020386947182287715,-22.767478711064154,0.0219030964815534,6,reliance_ns,state_8
