Final Value,Cumulative Return (%),Annualized Return (%),Annualized Volatility (%),Sharpe Ratio,Sortino Ratio,Max Drawdown (%),Calmar Ratio,Number of Trades,Stock,Feature_Group
108734.35518418149,8.734355184181492,2.1610001936306134,19.532983103710396,-0.09994259123434518,-0.008687656176513611,-24.455565411096185,0.08836435213434511,3,reliance_ns,state_1
