Final Value,Cumulative Return (%),Annualized Return (%),Annualized Volatility (%),Sharpe Ratio,Sortino Ratio,Max Drawdown (%),Calmar Ratio,Number of Trades,Stock
116798.3313216827,16.798331321682696,4.044197559113405,22.717520627667756,0.024169844006789867,0.002218367088241327,-24.455565411096167,0.16536921110310704,4,reliance_ns
