Final Value,Cumulative Return (%),Annualized Return (%),Annualized Volatility (%),Sharpe Ratio,Sortino Ratio,Max Drawdown (%),Calmar Ratio,Number of Trades,Stock
117343.79179544456,17.343791795444556,4.168041313651161,18.384751981190526,-0.011773705451172548,-0.000965889396445877,-24.43232537709927,0.17059535878471555,3,hdfcbank_ns
