Final Value,Cumulative Return (%),Annualized Return (%),Annualized Volatility (%),Sharpe Ratio,Sortino Ratio,Max Drawdown (%),Calmar Ratio,Number of Trades,Stock,Feature_Group
126935.86307461742,26.935863074617416,6.27890363134469,22.78636136456528,0.118033408011031,0.011107153632467797,-24.455565411096174,0.25674743256992033,4,reliance_ns,state_6
