Final Value,Cumulative Return (%),Annualized Return (%),Annualized Volatility (%),Sharpe Ratio,Sortino Ratio,Max Drawdown (%),Calmar Ratio,Number of Trades,Stock,Feature_Group
140213.09511826944,40.21309511826944,9.012910365488235,20.33370254822911,0.23135459866522382,0.020561087871241474,-22.67126808221249,0.39754769485345287,3,reliance_ns,state_2
